address,city,rn_wage,zip,facility_name,medicaid,private_pay,total_hours,street,medicare,fname,rn_hours,idph_id,lat,lon
14907 S Eastern Ave Plainfield IL 60544,PROPHETSTOWN,0,61277,STRIVE,1095308,0,5739,415 A STREET,3078,strive_2014_0036921.xml.xml,0,36921,41.611559,-88.196385
1761 Woodgate Drive Sycamore IL 60178,Sullivan,24.78,61951,Sullivan Rehab & HCC,1766533,524275,22577,11 Hawthorne Lane,675035,sullivan_rehab_hlth_care_ctr_2014_0046425.xml.xml,2694,46425,41.978325,-88.712044
12927 South Monitor Palos Heights IL 60463,Petersburg,28.28,62675,Sunny Acres Nursing Home,1704887,1970743,30562,19130 Sunny Acres Rd,2073372,sunny_acres_nursing_home_2014_0005009.xml.xml,4760,5009,41.657053,-87.763986
6301 HUMBERT ROAD GODFREY IL 62035,Joliet,32.72,60433,"Tabor Hills Health Care Facility, Inc.",2007725,10589803,66742,421 Doris Avenue,1651750,sunny_hill_nsg_home_of_will_co_2014_0014076.xml.xml,56086,40543,38.956981,-90.180965
1000 LONGMOOR SAVANNA IL 61074,Virden,22.01,62690,Sunrise Skilled Nur & Rehab,1766867,922771,24691,333 S Wrightsman St,1328664,sunrise_skilled_nur_rehab_2014_0051458.xml.xml,11481,51458,42.095711,-90.139854
1426 W BIRCHWOOD CHICAGO IL 60626,Quincy,22.67,62301,Sunset Home,3918551,3493845,52359,418 Washington,1163902,sunset_home_2014_0011643.xml.xml,38594,11643,42.018194,-87.666495
15841 TERRACE DRIVE OAK FOREST IL 60452,Canton,22.16,61520,Sunset Rehabilitation & HC,2381453,724276,29574,129 South 1st Avenue,358943,sunset_rehabilitation_hlth_c_2014_0052993.xml.xml,6085,52993,41.605012,-87.764992
735 North Dixon Dixon IL 61021,Champaign,28.65,61821,Swann Special Care Center,7211893,91250,42496,109 Kenwood Road,0,swann_special_care_center_2014_0035485.xml.xml,33227,35485,41.854278,-89.483099
1925 South Main St Bloomington IL 61701,Swansea,23.39,62226,Swansea Rehab & Hlth Cr Ctr,2432441,326177,25164,1405 North Second St,445861,swansea_rehab_hlth_care_ctr_2014_0048611.xml.xml,3953,48611,40.456687,-88.99289
133 Mohawk Drive Bourbonnais IL 60914,Quincy,22.29,62301,Sycamore Healthcare Center,3042555,396825,31312,720 Sycamore Street,-373197,sycamore_healthcare_center_2014_0051649.xml.xml,9312,51649,41.167211,-87.874208
110 South Boyd Ave Amboy IL 61310,Crestwood,31.13,60445,Symphony of Crestwood,9227015,1021035,80412,14255 S Cicero Ave,2204348,symphony_of_crestwood_2014_0051805.xml.xml,37641,51805,41.714036,-89.340269
1115 E Washington St Greenville IL 62246,Decatur,34.26,62526,Symphony of Decatur,7461029,1014520,64501,2530 North Monroe,1459657,symphony_of_decatur_2014_0051771.xml.xml,10230,51771,38.888033,-89.398657
1155 North First St Breese IL 62230,Joliet,30.85,60435,Symphony of Joliet,7664307,870012,62073,306 North Larkin Ave,2292361,symphony_of_joliet_2014_0051797.xml.xml,41658,51797,38.607545,-89.520466
3705 Deerfield Road Riverwoods IL 60015,Lincoln,27.93,62656,Symphony of Lincoln,3960252,849455,30745,2202 N Kickapoo St,804209,symphony_of_lincoln_2014_0051789.xml.xml,20055,51789,42.167667,-87.915978
5400 West 87th St Burbank IL 60459,Naperville,30.67,60563,Tabor Hills Health Care Fac,1933091,9321140,61928,1347 Crystal Avenue,1097634,tabor_hills_health_care_fac_2014_0040543.xml.xml,75717,40543,41.734276,-87.755414
150 N 27TH STREET BELLEVILLE IL 62226,Aurora,17.5,60506,TAC House,0,0,5507,421 Constitution Dr,0,tac_house_2014_0034108.xml.xml,4000,34108,38.525876,-90.010551
3354 JEROME LANE CAHOKIA IL 62206,STERLING,26.34,61081,TAMMERLANE HLTH CARE CENTRE,1773631,78796,19334,3601 SIXTEENTH AVE,0,tammerlane_health_care_centre_2014_0035659.xml.xml,3204,35659,38.551543,-90.149402
120 WEST 26TH STREET SO CHICAGO HTS IL 60411,Paris,0,61944,Tanner Place,453455,151646,5733,321 Chestnut Street,0,tanner_place_2014_0035139.xml.xml,0,35139,41.49149,-87.640569
8001 S WESTERN AVE CHICAGO IL 60620,Springfield,0,62703,Taylor House,470698,180514,5281,3021 Taylor Avenue,0,taylor_house_2014_0035030.xml.xml,0,35030,41.748288,-87.682805
1101 EAST STATE ST GENEVA IL 60134,Taylorville,21.43,62568,Taylorville Care Center,2306049,1336297,29263,600 South Houston,676455,taylorville_care_center_2014_0028787.xml.xml,4457,28787,41.887567,-88.283515
10426 SOUTH ROBERTS PALOS HILLS IL 60465,Taylorville,0,62568,Taylorville Terrace,640483,0,5245,921 East Market St,0,taylorville_terrace_2014_0047795.xml.xml,0,47795,41.701688,-87.817304
14500 SOUTH MANISTEE BURNHAM IL 60633,Hoyleton,21.65,62803,Terra Estates,615391,0,4903,620 North Main St,0,terra_estates_2014_0040352.xml.xml,551,40352,41.634796,-87.555534
6501 S CASS AVENUE WESTMONT IL 60559,Waukegan,29.33,60087,The Terrace Nursing Home,4356722,609275,36042,1615 Sunset Avenue,-159254,terrace_nursing_home_2014_0051664.xml.xml,24345,51664,41.770022,-87.974437
6800 West Joliet Indian Head Park IL 60525,Mascoutah,21.51,62258,Terrace on the Park,1165642,570120,14816,901 North Tenth St,322268,terrace_on_the_park_2014_0051623.xml.xml,5472,51623,41.768419,-87.891061
228 Briarbrook Drive East Peoria IL 61611,Wood River,0,62095,Thelma Terrace,468463,158586,5783,1450 Virginia Avenue,0,thelma_terrace_2014_0034025.xml.xml,0,34025,40.633243,-89.55067
8100 S HARLEM AVENUE BRIDGEVIEW IL 60455,Momence,23.37,60954,Thomas Herbstritt House,0,0,5217,4003 N Rt 1&17 Box 260,0,thomas_herbstritt_house_2014_0051466.xml.xml,725,51466,41.744071,-87.799632
111 E Washington St Bensenville IL 60106,Momence,23.37,60954,Thomas Lombard House,0,0,5141,4192A N Rt 1&17 Bx 260,0,thomas_lombard_house_2014_0051474.xml.xml,725,51474,41.947879,-87.938355
4538 North Beacon Chicago IL 60640,Chicago Heights,25.76,60411,Thornton Heights Terrace,8448381,90229,72156,160 West 10th Street,0,thornton_heights_terrace_2014_0029595.xml.xml,3715,29595,41.964192,-87.663837
43 Broadway Chicago Heights IL 60411,Chester,25.17,62233,Three Springs Lodge Nrsing H,1311848,1247610,23194,161 Three Springs Rd,301499,three_springs_lodge_nursing_h_2014_0051383.xml.xml,810,51383,41.519618,-87.642656
3400 South Indiana Chicago IL 60616,South Holland,,60473,Tibstra House,643216,0,5493,271 East 161st St,0,tibstra_house_2014_0035196.xml.xml,,35196,41.832901,-87.6218
2508 St James Road Springfield IL 62707,Oswego,31.91,60543,The Tillers Nsg & Rehab Ctr,142385,1911373,32580,4390 Route 71,9690363,tillers_nsg_rehab_ctr_2014_0018002.xml.xml,56858,18002,39.718706,-89.630833
2150 East McCord Centralia IL 62801,Camp Point,26.82,62320,Timber Point Hlthcare Center,2051759,456474,21522,205 East Spring St,1384736,timber_point_healthcare_center_2014_0043158.xml.xml,14543,43158,38.525344,-89.108337
5547 North Kenmore Chicago IL 60640,Pekin,23.07,61554,Timbercreek Rehab & HCC,0,0,46092,2220 State Street,0,timbercreek_rehab_hlth_c_ctr_2014_0047522.xml.xml,10960,47522,41.982715,-87.656511
2625 West Touhy Ave Chicago IL 60645,Sauk Village,0,60411,Torrence Place,616973,86591,4604,2601 223rd Street,0,torrence_place_2014_0043364.xml.xml,0,43364,42.012087,-87.695535
5801 South Cass Ave Westmont IL 60559,Toulon,20.49,61483,Toulon Rehab & Hlth Care Ctr,2052399,1678971,30490,Hwy 17 East Box 249,320746,toulon_rehab_health_care_ctr_2014_0052258.xml.xml,1261,52258,41.781877,-87.974774
900 EAST SCOTT ST OLNEY IL 62450,South Elgin,30.75,60177,Tower Hill Healthcare Center,7393089,2042999,68825,759 Kane Street,3274505,tower_hill_healthcare_center_2014_0051557.xml.xml,45249,51557,38.737289,-88.075913
545 Burnham University Park IL 60466,FAIRFIELD,26.82,62837,TRAFFORD ESTATES,650217,0,5334,813 WEST CENTER,0,trafford_estates_2014_0052001.xml.xml,300,52001,41.4499,-87.684214
410 N 2nd St Box 219 Marshall IL 62441,ROCK FALLS,23.45,61071,TRANSITIONS NSG & REHAB CTR,970822,131349,9249,1000 DIXON AVENUE,452780,transitions_nsg_and_rehab_ctr_2014_0035642.xml.xml,3103,35642,39.39143,-87.69364
2 Annable Court Cahokia IL 62206,Lansing,28.94,60438,Tri State Nrsing & Rehab Ctr,3380078,349862,27462,2500 East 175th St,-63467,tri_state_nursing_rehab_ctr_2014_0041186.xml.xml,12992,41186,38.562045,-90.173709
1 Myrtle Lane Hardin IL 62047,JOLIET,18.39,60432,TRINITY LIVING CENTER #2,711264,0,5353,3302 HORSESHOE LANE,0,trinity_living_center_2_2014_0034918.xml.xml,1442,34918,39.158533,-90.624555
2829 S California Bl Chicago IL 60608,JOLIET,18.39,60432,TRINITY LIVING CENTER #3,609787,0,4975,3360 FRANCIS LANE,0,trinity_living_center_3_2014_0034926.xml.xml,1442,34926,41.842584,-87.694597
1380 River Drive Calumet City IL 60409,Galesburg,0,61401,Trulson House,544067,118827,5777,260 S Michigan Ave,0,trulson_house_2014_0032219.xml.xml,0,32219,41.594816,-87.55027
9615 NORTH KNOX AVE SKOKIE IL 60076,HARRISBURG,18.98,62946,TURNER MANOR,0,0,5947,901 OGLESBY RD BX303,0,turner_manor_2014_0037184.xml.xml,59,37184,42.055458,-87.7431
2503 Canterbury Lane Rockford IL 61101,Tuscola,25.54,61953,Tuscola Health Care Center,973316,1088258,18135,1203 Egyptian Trail,183376,tuscola_health_care_center_2014_0046805.xml.xml,4626,46805,42.309763,-89.097025
555 West Carpenter Springfield IL 62702,Paris,24.45,61944,Twin Lakes Rehab & Hlth Care,1385996,342278,17029,310 Eads Avenue,521462,twin_lakes_rehab_health_care_2014_0048223.xml.xml,7294,48223,39.807653,-89.662457
120 North Tower Road Carbondale IL 62901,GODFREY,27.48,62035,TWIN RIVERS ESTATE,0,0,4311,4710 PIERCE LANE,0,twin_rivers_estate_2014_0036814.xml.xml,1550,36814,37.727137,-89.255818
801 West Martin St Abingdon IL 61410,Lawrenceville,18.89,62439,The United Methodist Village,0,0,25748,1616 Cedar,0,united_methodist_village_2014_0014506.xml.xml,9014,14506,40.801549,-90.409966
1221 South Plum St Carlinville IL 62626,Lawrenceville,19.09,62439,United Methodist Vlg N Cam,0,0,23086,2101 James Street,0,united_methodist_village_n_cam_2014_0046656.xml.xml,13310,46656,39.268319,-89.884043
751 North Oak Street Carlinville IL 62626,Edwardsville,24.74,62025,University Nsg & Rehab Ctr,2995390,1413415,33173,1095 University Dr,413129,university_nsg_rehab_center_2014_0046557.xml.xml,7561,46557,39.288115,-89.885565
725 W Montrose Ave Chicago IL 60613,Jerseyville,0,62052,Vahle Terrace,499750,149703,5664,301 Maple Summit Rd,0,vahle_terrace_2014_0032151.xml.xml,0,32151,41.961858,-87.648912
501 Clinton Street Carlyle IL 62231,Woodstock,29.24,60098,Valley Hi Nursing Home,3468965,3659950,44769,2406 Hartland Road,1384048,valley_hi_nursing_home_2014_0046821.xml.xml,35830,46821,38.614148,-89.363849
1641 Carole Lane Sauk Village IL 60411,Vandalia,21.79,62471,Vandalia Rehab & Hlth Care C,1915398,126423,18740,1500 W St Louis Ave,477574,vandalia_rehab_health_care_c_2014_0053058.xml.xml,4347,53058,41.490226,-87.574237
910 17th Street Charleston IL 61920,TAYLORVILLE,0,62568,VICTORIAN MANOR,563846,0,5386,815 EAST VINE,0,victorian_manor_2014_0040766.xml.xml,0,40766,39.490913,-88.164678
6789 Rt 45 E Box 68 Carrier Mills IL 62917,Evergreen Park,29.85,60805,The Villa at Evergreen Park,3212577,656164,52385,10124 South Kedzie,1146796,villa_at_evergreen_park_2014_0052423.xml.xml,60578,52423,37.68422,-88.63283
1205 North Center St Carthage IL 62321,South Holland,27.98,60473,The Villa at South Holland,3004997,850754,44161,16300 Wausau Street,4491957,villa_at_south_holland_2014_0052340.xml.xml,37068,52340,40.418681,-91.124215
910 Woodburn Avenue Sterling IL 61081,Chicago,33.58,60649,The Villa at Windsor Park,8029781,418141,68339,2649 East 75th St,4900255,villa_at_windsor_park_2014_0051243.xml.xml,33920,51243,41.794416,-89.71573
100 NE 15th Casey IL 62420,Sherman,27.4,62684,Villa Health Care East,0,0,32323,100 Marian Pkwy B109,0,villa_health_care_east_2014_0037028.xml.xml,8262,37028,39.30551,-87.976103
601 West Lincoln Ave Caseyville IL 62232,Lindenhurst,31.67,60046,The Village at Victory Lakes,832819,10164063,36446,1055 East Grand Ave,8116764,village_at_victory_lakes_2014_0048256.xml.xml,47603,48256,38.634222,-90.035609
5825 West Cermak Rd Cicero IL 60804,Carmi,23.35,62821,Wabash Christian Retirement,2981915,1743179,47586,216 College Blvd,-454390,wabash_christian_retirement_2014_0020610.xml.xml,23286,20610,41.850876,-87.770091
One Perryman Street Lebanon IL 62254,Virginia,25.61,62691,Walker Nursing Home,835185,1221061,15658,530 E Beardstown St,555481,walker_nursing_home_2014_0021428.xml.xml,3927,21428,38.598315,-89.821614
1401 N California Chicago IL 60622,Morris,24.1,60450,Walnut Grove Village,2262981,1612878,31985,1095 Twilight Drive,-250528,walnut_grove_village_2014_0050468.xml.xml,25450,50468,41.906577,-87.696968
4747 N Canfield Ave Norridge IL 60706,Walnut,26.86,61376,Walnut Manor,0,0,17260,308 South Second St,0,walnut_manor_2014_0015784.xml.xml,6085,15784,41.965842,-87.826686
2450 N Central Ave Chicago IL 60639,Galesburg,0,61401,Walsh Terrace,501147,148230,5647,2016 Windish Drive,0,walsh_terrace_2014_0031948.xml.xml,0,31948,41.92492,-87.766097
321-27 North Central Chicago IL 60644,Loves Park,30.79,61111,Walter Lawson Childrens Home,6774663,0,34122,1820 Walter Lawson Dr,0,walter_lawson_childrens_home_2014_0035469.xml.xml,18606,35469,41.881419,-87.764821
1910 E McCord Rt 161 Centralia IL 62801,Chicago,33.76,60610,Warren Barr Lvg & Rehab Ctr,2612328,1855005,65941,66 West Oak Street,2670569,warren_barr_living_rehab_ctr_2014_0052415.xml.xml,63339,52415,38.525343,-89.10865
7350 N SHERIDAN ROAD CHICAGO IL 60626,Highland Park,32.72,60035,Warren Barr North Shore,1755340,556235,20302,2773 Skokie Vly Rd,583017,warren_barr_north_shore_2014_0052787.xml.xml,22026,52787,42.015229,-87.664882
340 Heritage Drive Bourbonnais IL 60914,Chicago,27.94,60645,Warren Park Hlth & Lvg Ctr,4973119,2500,44152,6700 North Damen,725182,warren_park_hlth_living_ctr_2014_0050070.xml.xml,3742,50070,41.164333,-87.882107
500 S Art Bartell Dr Urbana IL 61802,Washington,25.08,61571,Washington Christian Village,1982397,2002964,33547,1201 Newcastle Road,-21800,washington_christian_village_2014_0026955.xml.xml,27528,26955,40.110346,-88.184408
808 North Third St St Joseph IL 61873,Chicago,25.3,60626,The Waterford Nrsing & Rehab,5258055,164384,45181,7445 N Sheridan Road,1704255,waterford_nursing_rehab_2014_0038612.xml.xml,17586,38612,40.117888,-88.040459
302 Burwash Avenue Savoy IL 61874,CHICAGO,34.02,60649,WATERFRONT TERRACE,4673304,82980,35406,7750 S SHORE DRIVE,2672974,waterfront_terrace_2014_0028076.xml.xml,7132,28076,40.074382,-88.251479
716 Eighteenth St Charleston IL 61920,Watseka,26.42,60970,Watseka Rehab & Hlth Cre Ctr,2950950,955647,35029,715 East Raymond Rd,369157,watseka_rehab_hlth_care_ctr_2014_0046847.xml.xml,10247,46847,39.493802,-88.16365
7050 Madison Street Willowbrook IL 60521,Wauconda,30.26,60084,Wauconda Healthcare & Rehab,0,0,34659,176 Thomas Court,0,wauconda_healthcare_and_rehab_2014_0044859.xml.xml,34822,44859,41.772524,-87.935707
770 State Street Chester IL 62233,Fairfield,20.59,62837,Way Fair Nursing & Rehab Ctr,2205347,900257,27550,305 Northwest 11th,733667,way_fair_nursing_rehab_ctr_2014_0051235.xml.xml,15450,51235,37.906864,-89.826111
10602 Southwest Hwy Chicago Ridge IL 60415,Lincolnshire,22.59,60069,The Wealshire,770102,5631705,34152,150 Jamestown Lane,545892,wealshire_2014_0040956.xml.xml,33130,40956,41.699465,-87.795513
121 West 154th St Harvey IL 60426,CHICAGO,28.76,60640,WESLEY PLACE,1575060,1599119,26361,1415 W FOSTER AVENUE,2561763,wesley_place_2014_0005439.xml.xml,35232,5439,41.609904,-87.663207
1507 7th Street Lincoln IL 62656,Macomb,22.63,61455,Wesley Village,808579,2536213,24817,1200 East Grant St,1312011,wesley_village_2014_0022350.xml.xml,8486,22350,40.148707,-89.384545
107 N Watkins Bx 370 Cisne IL 62823,West Chicago,29.01,60185,West Chicago Terrace NH,4448056,148858,42450,928 Joliet Road,0,west_chicago_terrace_n_h_2014_0051672.xml.xml,3359,51672,38.518438,-88.439385
2000 West Lake St Hanover Park IL 60133,Bloomingdale,30.94,60108,West Suburban Nsg & Reh Ctr,8303664,1059785,67404,311 Edgewater Drive,4908290,west_suburban_nsg_rehab_ctr_2014_0049759.xml.xml,37055,49759,41.988243,-88.145032
150 North Weiland Buffalo Grove IL 60089,Westchester,33.49,60154,Westchester Hlth & Rehab Ctr,4888091,966617,42238,2901 South Wolf Road,1240791,westchester_health_rehab_ctr_2014_0047373.xml.xml,8074,47373,42.157195,-87.953797
7433 North Clark St Chicago IL 60626,Carlyle,0,62231,Westlake Home,0,0,3526,2090 West Lake Drive,0,westlake_home_2014_0036319.xml.xml,0,36319,42.016617,-87.675225
EAST MONROE STREET CUBA IL 61427,Evanston,35.3,60201,Westminster Place,0,5020571,77952,3200 Grant Street,1404374,westminster_place_2014_0012930.xml.xml,74016,12930,40.488428,-90.190282
2026 N Clark Street Chicago IL 60614,West Frankfort,19.65,62896,Westside Rehab & Care Center,1104354,758743,21345,601 N Columbia St,453389,westside_rehab_care_center_2014_0053488.xml.xml,4500,53488,41.918894,-87.636388
3201 W CAMPBELL ST ROLLING MEADOWS IL 60008,CHICAGO,29.62,60645,THE WESTWOOD MANOR,4074338,53560,36363,2444 WEST TOUHY AVE,282880,westwood_manor_2014_0005249.xml.xml,11100,5249,42.084028,-88.01842
3802 S OLD WILKE RD ROLLING MEADOWS IL 60008,Effingham,0,62401,Wetherell Place,449916,147041,5577,1026 N Merchant St,0,wetherell_place_2014_0034074.xml.xml,0,34074,42.066649,-88.007052
3980 FAIRFAX ROLLING MEADOWS IL 60008,Wheaton,30.54,60187,Wheaton Care Center,5273370,202854,41981,1325 Manchester Road,196342,wheaton_care_center_2014_0039115.xml.xml,12053,39115,42.083119,-88.029641
34377 N ALMOND ROAD GURNEE IL 60031,Rosiclare,0,62982,Whispering Oaks,375553,0,3654,201 Spring Street,0,whispering_oaks_2014_0050625.xml.xml,0,50625,42.362651,-87.978239
111 East Illinois St New Baden IL 62265,White Hall,23,62092,White Hall Nsg & Rehab Ctr,3380207,813562,38014,620 W Bridgeport St,1993473,white_hall_nsg_rehab_center_2014_0046896.xml.xml,10983,46896,38.53402,-89.698706
430 South Front St Cobden IL 62920,Mount Vernon,21.68,62864,White Oak Rehabilitation HCC,1414814,245330,19411,1700 White Street,839017,white_oak_rehabilitation_hcc_2014_0052282.xml.xml,11102,52282,37.527007,-89.254008
145 S Crosswell Ave Bradley IL 60915,Sandwich,28.28,60548,Willow Crest Nrsing Pavilion,3477379,1303812,34911,515 North Main,1011523,willow_crest_nursing_pavilion_2014_0036533.xml.xml,18591,36533,41.142724,-87.878228
614 North Summit Collinsville IL 62234,University Park,0,60466,Willow House,0,0,5666,555 Burnham,0,willow_house_2014_0041335.xml.xml,0,41335,38.666155,-89.996336
920 WEST FOURTH ST CENTRALIA IL 62801,Jerseyville,23.14,62052,Willow Rose Rehab & Health,1637628,485455,18344,410 Fletcher,229417,willow_rose_rehab_health_2014_0050633.xml.xml,5281,50633,38.525309,-89.143132
515 Bureau Val Pkwy Princeton IL 61356,ROCKFORD,26.75,61103,WILLOWS HEALTH CENTER,0,0,43140,4054 ALBRIGHT LANE,0,willows_health_center_2014_0020792.xml.xml,19099,20792,41.370247,-89.45041
620 Warrington Ave Danville IL 61832,Chicago,27.46,60640,Wilson Care,4505471,77648,59370,4544 North Hazel St,0,wilson_care_2014_0029975.xml.xml,2537,29975,40.12552,-87.655529
253 Bradington Drive Columbia IL 62236,Libertyville,33.49,60048,Winchester House,6490360,2179814,58709,1125 N Milwaukee Ave,2551337,winchester_house_2014_0010678.xml.xml,54811,10678,38.44488,-90.224617
5107-21 W Jackson Bl Chicago IL 60644,SOUTH HOLLAND,30.77,60473,WINDMILL NURSING PAVILION,4658145,353090,40579,16000 SOUTH WABASH,2026392,windmill_nursing_pavilion_2014_0031823.xml.xml,5637,31823,41.876903,-87.740493
901 South Austin Chicago IL 60644,Winfield,28.09,60190,Winfield Woods Hlthcare Ctr,5180853,406208,47257,28W141 Liberty St,1300845,winfield_woods_healthcare_ctr_2014_0052100.xml.xml,12721,52100,41.87041,-87.774276
4314 S Wabash Avenue Chicago IL 60653,Prophetstown,26.42,61277,Winning Wheels,3953949,355577,27127,701 East 3rd Street,304268,winning_wheels_2014_0024745.xml.xml,10597,24745,41.816253,-87.624724
1136 North Mill St Naperville IL 60563,Chicago,25.35,60622,Winston Manor Cnv & Nursing,0,0,59177,2155 West Pierce,0,winston_manor_cnv_nursing_2014_0035782.xml.xml,20740,35782,41.788865,-88.154427
4101 West Iles Ave Springfield IL 62711,WEST CHICAGO,34.79,60185,WOOD GLEN NRSING & REHAB CTR,8951651,667519,75655,30 W 300 NORTH AVE,212305,wood_glen_nursing_rehab_ctr_2014_0043935.xml.xml,17463,43935,39.77086,-89.731624
5336 N Western Ave Chicago IL 60625,Chicago,31.88,60647,Woodbridge Nursing Pavilion,9589348,289048,67748,2242 North Kedzie,387313,woodbridge_nursing_pavilion_2014_0034157.xml.xml,18527,34157,41.978389,-87.689318
